SDTrimSP: VERSION 6.00    16.03.2022
D -> Al2O3                                                                      
flue.-step out-layer     atoms  each-out max-layer calc_mom.  n-projec stat./dyn
        nh       nqx       ncp     idout      nqxm  ncp_proj     idrel
0.700000E+01   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.900000E+01   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.110000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.130000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.150000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.170000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.190000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.210000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.230000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.250000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.270000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.290000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.310000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.330000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.350000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.370000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.390000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.410000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.430000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.450000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.470000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.490000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.510000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.530000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.550000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.570000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.590000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.610000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.630000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.650000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.670000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.690000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.710000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.730000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.750000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.770000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.790000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.810000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.830000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.850000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.870000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.890000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.910000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.930000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.950000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.970000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.990000E+02   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.101000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.103000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.105000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.107000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.109000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.111000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.113000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.115000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.117000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.119000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.121000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.123000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.125000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.127000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.129000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.131000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.133000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.135000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.137000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.139000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.141000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.143000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.145000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.147000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.149000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.151000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.153000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.155000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.157000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.159000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.161000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.163000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.165000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.167000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.169000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.171000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.173000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.175000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.177000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.179000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.181000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.183000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.185000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.187000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.189000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.191000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.193000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.195000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.197000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.199000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.201000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.203000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.205000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.207000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.209000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.211000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.213000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.215000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.217000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.219000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.221000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.223000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.225000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.227000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.229000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.231000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.233000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.235000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.237000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.239000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.241000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.243000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.245000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.247000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.249000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.251000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.253000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.255000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.257000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.259000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.261000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.263000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.265000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.267000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.269000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.271000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.273000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.275000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.277000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.279000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.281000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.283000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.285000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.287000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.289000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.291000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.293000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.295000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.297000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.299000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.301000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.303000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.305000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.307000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.309000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.311000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.313000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.315000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.317000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.319000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.321000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.323000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.325000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.327000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.329000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.331000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.333000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.335000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.337000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.339000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.341000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.343000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.345000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.347000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.349000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.351000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.353000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.355000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.357000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.359000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.361000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.363000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.365000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.367000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.369000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.371000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.373000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.375000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.377000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.379000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.381000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.383000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.385000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.387000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.389000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.391000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.393000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.395000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.397000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.399000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.401000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.403000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.405000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.407000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.409000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.411000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.413000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.415000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.417000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.419000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.421000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.423000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.425000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.427000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.429000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.431000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.433000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.435000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.437000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.439000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.441000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.443000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.445000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.447000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.449000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.451000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.453000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.455000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.457000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.459000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.461000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.463000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.465000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.467000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.469000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.471000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.473000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.475000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.477000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.479000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.481000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.483000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.485000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.487000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.489000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.491000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.493000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.495000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.497000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.499000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.501000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.503000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.505000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.507000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.509000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.511000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.513000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.515000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.517000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.519000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.521000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.523000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.525000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.527000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.529000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.531000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.533000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.535000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.537000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.539000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.541000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.543000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.545000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.547000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.549000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.551000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.553000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.555000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.557000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.559000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.561000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.563000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.565000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.567000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.569000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.571000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.573000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.575000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.577000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.579000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.581000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.583000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.585000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.587000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.589000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.591000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.593000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.595000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.597000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.599000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.601000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.603000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.605000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.607000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.609000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.611000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.613000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.615000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.617000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.619000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.621000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.623000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
0.625000E+03   0.117695E+00      0.00000  0.40000  0.60000  0.00000  0.00000
